code,raw_gold,runtime_fallback_needed,quality_score,similarity_risk,gsc_impressions,gsc_clicks,recommended_action
P2590,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2591,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2592,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2593,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2594,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2595,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2596,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2597,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2598,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2599,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2600,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2601,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2602,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2603,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2604,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2605,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2606,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2607,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2608,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2609,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2610,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2611,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2612,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2613,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2614,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2615,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2616,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2617,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2618,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2619,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2620,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2621,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2622,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2623,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2624,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2625,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2626,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2627,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2628,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2629,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2630,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2631,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2632,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2633,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2634,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2635,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2636,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2637,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2638,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2639,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2640,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2641,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2642,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2643,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2644,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2645,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2646,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2647,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2648,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2649,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2650,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2651,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2652,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2653,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2654,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2655,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2656,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2657,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2658,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2659,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2660,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2661,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2662,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2663,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2664,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2665,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2666,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2667,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2668,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2669,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2670,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2671,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2672,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2673,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2674,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2675,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2676,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2677,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2678,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2679,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2680,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2681,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2682,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2683,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2684,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2685,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2686,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2687,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2688,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2689,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2690,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2691,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2692,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2693,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2694,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2695,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2696,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2697,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2698,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2699,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2700,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2701,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2702,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2703,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2704,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2705,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2706,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2707,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2708,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2709,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2710,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2711,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2712,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2713,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2714,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2715,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2716,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2717,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2718,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2719,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2720,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2721,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2722,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2723,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2724,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2725,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2726,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2727,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2728,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2729,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2730,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2731,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2732,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2733,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2734,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2735,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2736,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2737,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2738,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2739,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2740,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2741,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2742,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2743,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2744,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2745,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2746,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2747,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2748,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2749,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2750,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2751,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2752,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2753,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2754,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2755,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2756,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2757,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2758,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2759,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2760,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2761,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2762,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2763,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2764,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2765,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2766,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2767,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2768,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2769,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2770,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2771,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2772,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2773,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2774,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2775,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2776,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2777,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2778,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2779,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2780,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2781,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2782,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2783,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2784,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2785,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2786,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2787,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2788,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2789,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2790,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2791,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2792,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2793,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2794,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2795,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2796,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2797,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2798,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2799,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2800,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2801,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2802,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2803,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2804,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2805,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2806,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2807,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2808,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2809,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2810,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2811,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2812,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2813,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2814,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2815,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2816,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2817,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2818,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2819,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2820,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2821,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2822,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2823,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2824,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2825,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2826,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2827,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2828,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2829,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2830,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2831,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2832,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2833,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2834,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2835,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2836,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2837,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2838,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2839,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2840,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2841,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2842,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2843,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2844,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2845,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2846,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2847,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2848,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2849,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2850,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2851,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2852,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2853,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2854,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2855,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2856,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2857,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2858,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2859,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2860,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2861,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2862,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2863,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2864,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2865,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2866,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2867,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2868,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2869,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2870,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2871,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2872,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2873,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2874,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2875,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2876,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2877,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2878,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2879,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2880,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2881,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2882,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2883,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2884,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2885,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2886,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2887,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2888,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2889,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2890,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2891,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2892,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2893,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2894,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2895,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2896,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2897,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2898,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2899,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2900,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2901,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2902,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2903,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2904,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2905,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2906,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2907,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2908,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2909,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2910,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2911,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2912,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2913,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2914,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2915,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2916,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2917,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2918,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2919,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2920,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2921,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2922,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2923,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2924,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2925,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2926,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2927,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2928,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2929,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2930,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2931,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2932,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2933,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2934,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2935,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2936,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2937,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2938,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2939,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2940,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2941,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2942,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2943,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2944,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2945,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2946,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2947,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2948,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2949,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2950,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2951,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2952,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2953,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2954,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2955,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P2956,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
